icalps_deal_id,dealname,icalps_dealforecast,icalps_dealcertainty,icalps_dealtype,icalps_dealsource,icalps_dealnotes,icalps_dealcategory,icalps_deal_created_date,closedate,hubspot_owner_id,icalps_originalstage,icalps_original_status,icalps_transformation_notes,pipeline,dealstage,amount,weighted_amount,company_association_id,contact_association_id,hubspot_company_id,hubspot_contact_id,import_batch,import_status,validation_status
6162,Grenat - Avenant 5,251000.0,100,FTK,,"Mise à jour pour industrialisation (45 layers, ES proto, simu EM...",Opportunity,2025-09-18 10:12:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,251000.0,251000.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6163,Etude faisabilité,0.0,1,,,"PAs de budget pour un gros projet de développement mais possible de faire une étude sur 2021 autour de l'utilisation des perf du nanopower ECG.

A voir en Janvier 2021 pour une spec.

Processus de decision semble long et compliqué
------

Client à décidé de ne pas aller dans la voie ASIC. Va faire son produit en COTS.",Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,4246,19846.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6164,NUNKI,170000.0,100,Desogn_Service,,P&R pour le projet Facebook du cluster venant de l'ETHZ,Opportunity,2025-09-18 16:43:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,170000.0,170000.0,17525,19881.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6165,MIMOSA,853000.0,100,FTK,,"Projet ASIC bancaire avec 4 SERDES et IP MOSAIC
Doit trouver un financement pour l'ASIC et contractualisation probablement compliquée (avec exclusivité et n'apprécie pas de payer un Rep)",Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,853000.0,853000.0,17556,19942.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6166,Etude système souffle,0.0,1,,,"Système à base de MOX

Chereche toujours à lever des fonds...

A priori, pas grand chose à prévoir avant Q4-2021",Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,17280,19931.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6167,Etude ASIC,0.0,1,,,"A voir avec le nouveau responsable BE.
=>pas de projet même à long terme.

--
le savoir-faire de Titan aviation ne demande pas du tout à ce jour ce genre de compétence et technologie. Nous sommes intégrateur de solutions embarqués et n’avons, à ce jour, aucunement l’ambition de développer des cartes électroniques et encore moins des ASIC !",Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,12065,14939.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6168,NASH : ASIC MOX,1900000.0,10,FTK,,"Plutôt à moyen terme - levée de fond (prévue en sept 2021) nécessaire pour avancer.

BQ envoyée le 22/12/22",Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,1900000.0,190000.0,17506,19838.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6169,Avenant reprise CHARA,1515000.0,100,FTK,,Avenant pour la reprise - suite du developpement,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,1515000.0,1515000.0,3176,3278.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6170,CS01,0.0,1,,,Demande de P&R,Opportunity,2025-09-18 04:47:00,2025-09-18,27,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,4284,4537.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6171,LESATH,240000.0,100,Desogn_Service,,design & P&R,Opportunity,2025-09-18 06:44:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,240000.0,240000.0,7965,9540.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6172,VEGA-IP2,0.0,10,,,Nouvelle demande de conception d'IP logique depuis la spec,Opportunity,2025-09-18 10:03:00,2025-09-18,27,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,1119,19284.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6173,TRIXELL: Analyse de defaillance,95000.0,10,,,"Diag à faire sur un imageur : mission de 6 mois

=> on ne se positionne pas car pas de ressource et modalité pas OK",Opportunity,,2025-09-18,27,Evaluation technique,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,95000.0,9500.0,9111,17054.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6174,WavIoT: ASIC digitial,0.0,1,,,"Développement d'un ASIC digital en Spec to Proto avec plein d'IP

Mauvaise visibilité sur le budget, la pertinance du projet (sont en phase de discussion interne pour savoir si ce projet est viable...)
=> probabilité très fiable",Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,17561,19956.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6175,Intégration ASIC capteur,0.0,1,,,Intergation de l'électronique capteur dans un ASIC,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,17554,19947.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6176,Demonstrateur GF 22 nm,70000.0,100,Desogn_Service,,"Contrat signé pour Réalisation d'un démonstrateur en GF22 sur base de RISC V
Commande OK pour mission grégoire (43 k€) 
Reste le test chip en GF 22",Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,70000.0,70000.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6177,Developpement systeme ARM,0.0,1,,,"Possible besoin de support pour développement autour d'un coeur ARM.

Au 17/05/2021 :
Tim devrait avoir des nouvelles d'ici mi-juin/fin juin.
Le projet n'est pas gagné - il estime ses chances à 50%",Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,4369,19964.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6178,Grenat - Avenant 6,-72844.0,100,FTK,,"Update prix masque et wafer avec taux en dollar actuel
Travaux de mars",Opportunity,2025-09-18 10:03:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,-72844.0,-72844.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6179,VEZAD,80000.0,100,Desogn_Service,,Design + P&R digital block,Opportunity,2025-09-18 15:12:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,80000.0,80000.0,17566,19963.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6180,Beemin-IP analogique,340000.0,1,,,"ADC, DAC Faits par leur partenaire layout
Buck : cherche un partenaire avec de l'expérience en buck...",Opportunity,2025-09-18 16:55:00,2025-09-18,27,Construction offre,Lost,Deal closed as lost,Icalps_hardware,12096415,340000.0,3400.0,1072,19803.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6181,ASIC,0.0,1,,,Projet ASIC adc,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,11652,19979.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6182,TESIC + TALITA en GF 40,120000.0,1,,,"Std cell migration & TESIC P&R in GF 40nm

Pour la fin 2021 / début 2022
Finalement le Client ne fera pas de dev en 40nm. Passera directement en GF22.
=> abandonné",Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,120000.0,1200.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6183,RFQ flash & voter,250000.0,5,Desogn_Service,,"Please consider this RFQ as confidential.

We need to know if you have the capability to design and to provide wafer for similar memory (see attached data sheet) or an alternative with a dice for majority vote.

It is for space application so no SEL and low probability for SEU
My customer wants to use this memory to configurate an another parts (FPGA) : their parts are configured by loading the bitstream into internal configuration memory using one of these following modes: 
• JTAG, 
• Slave Parallel 8bits, 
• Slave SpaceWire, compliant ECSS-E-ST-50-12C link, 
• Master SPI, compliant with SPI JESD68.01, 
• Master Dump. 

What is the cost for this design (Rough estimation) and to produce low quantity of dice (1000-2000). Assembly and test done by ATN.

Another scenario is to use memory dice  from ISSI (3 dice inside a module) but with a fourth dice to implement majority vote of the 3 memories (to be designed by IC Alps up to wafer delivery). 

Rough estimation is requested as this customer will analyze different approachs",Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,250000.0,12500.0,17265,19269.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6184,WIS01,7000.0,100,Desogn_Service,,Conseil layout et flot,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,7000.0,7000.0,15153,18072.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6185,ASIC pour implant neurostim,0.0,0,,,"ASIC pour un implant de neurostimulmation du nerf vague.

=> PERDU. 
Neuroloop ne souhaite pas travailler avec nous car ""trop jeune"" et souhaite s'appuyer sur un partenaire plus ""experimenté"" - IC'Sense ??

",Opportunity,,2025-09-18,27,Construction offre,Lost,Deal closed as lost,Icalps_hardware,12096415,0.0,0.0,18583,20986.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6186,Gemma2,0.0,0,,,Transformation algo en hard,Opportunity,2025-09-18 12:26:00,2025-09-18,31,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,10391,19199.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6187,SEM01-5,24000.0,100,Desogn_Service,,Prolongation Thomas,Opportunity,2025-09-18 22:54:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,24000.0,24000.0,4293,4613.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6189,ASIC pour driver LED,4500000.0,5,FTK,,"Travaille en ce moment sur l'architecture de leur chip.
Design start prévu en mi-2022
Devrait revenir vers nous pour consultation à début 2022.",Opportunity,2025-09-18 03:10:00,2025-09-18,27,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,4500000.0,225000.0,18597,22002.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6190,Grenat - Avenant 7,120000.0,100,FTK,,Avenant travaux avril - mai et réécriture paragraphe 3.9 pour export,Opportunity,2025-09-18 05:25:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,120000.0,120000.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6191,Block Temp Sensor,50000.0,0,,,"Développement d'un bloc Température sensor CMOS en TSMC 22 nm.

=> Perdu
Font faire par Ensilica à 35 k£ (41 k€) - nous étions à 50 k€

",Opportunity,,2025-09-18,27,Negotiating,Lost,Deal closed as lost,Icalps_hardware,12096415,50000.0,0.0,17568,19965.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6192,PHAD P&R,48000.0,100,Desogn_Service,,"P&R sur design easics
1 dry-run
2 à 3 netlists
en TSMC40 nm",Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,48000.0,48000.0,17581,19980.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6193,Support synthèse,40000.0,1,Desogn_Service,,Besoin de support synthèse pour 4-6 mois,Opportunity,,2025-09-18,27,Evaluation technique,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,40000.0,400.0,4710,22005.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6194,EDASICH WP2-spec,170000.0,50,Preetude,,"ASIC avec SERDES, eFPGA accronix et IP ENYX. Qques 100ènes à livrer

LEADS REDTREE",Study,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_service,1116419644,170000.0,85000.0,5745,6988.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6195,Avenant 5 - MIRA-PULSE,205000.0,100,FTK,,Avenant 5 couvrant les preprise complementaire et le jeu de masque SLM.,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,205000.0,205000.0,3179,3284.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6196,Prestation Design Syntheses Tiempo,36000.0,100,Desogn_Service,,"Grégoire pour une prestation de synthèse et DFT sur le test chip GF 22

720 € / jours sur 50 jours",Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,36000.0,36000.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6197,Assemblage LGA,0.0,1,,,"Il s’agit d’un produit GaN Power dans un boitier LGA.

Les prévisions de volume sont :
2022 : 500 ku
2023 : 1 Mu
2024 : 5 Mu

Finalement le client final (Wise integration) va gérer le packaging lui meme avec ASE. => Abandonné",Opportunity,2025-09-18 00:53:00,2025-09-18,27,Evaluation technique,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,17265,22037.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6198,ASIC pour patch medical,0.0,1,,,"Leads approtée par Adi (KAL)
Développement ASIC.",Opportunity,2025-09-18 01:58:00,2025-09-18,31,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,18619,22040.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6199,SEM01-6,14400.0,100,Desogn_Service,,Prolongation juin Thomas,Opportunity,2025-09-18 05:11:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,14400.0,14400.0,4291,4604.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6200,TEST CHIP TESIC ST28FDSOI,97000.0,10,,,test chip avec TESIC en ST28FDSOI pour projet DGA,Opportunity,2025-09-18 18:18:00,2025-09-18,27,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,97000.0,9700.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6201,TALITA & THETA TSMC 22nm,118000.0,100,Desogn_Service,,"TALITA: dev de bibliothèque ASC (identique TSMC 16nm) en TSMC 22nm
THETA : P&R de TESIC+MRAM en TSMC 22nm MRAM",Opportunity,2025-09-18 20:17:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,118000.0,118000.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6202,ASIC SPD6,3900000.0,0,,," ASIC for cochlear implant system
Perimeter reduced 1 ASIC SPD6
for BETCC re-use in internal an ASIC already developed

Référencement IC'Alps en cours ...

Abandon le 1/8 car pas d'avancée, pas de retour en direct ... 0 réponse des différents contacts en Europe et aux USA (et de nombreuses évolutions sur fin Q1-début Q2'22 comme pour le juridique",Opportunity,,2025-09-18,31,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,3900000.0,0.0,18632,22061.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6203,PROTSION Préétude,90000.0,0,,,"1st estimation to be provided.
Possible Prestudy/feasibility end of Q3'2023. après levée de fonds

=> Steve Stoffels m'a informé ce 31/05 que la levée de fonds ne s'est pas fait et que du coup fin en l'état de ce projet (et réduction de la taille de l'équipe à 4 personnes Daniel / Marco / Jo et ...) avec retour de la techno capteur au sein de l'IMEC",Opportunity,,2025-09-18,27,Evaluation technique,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,90000.0,0.0,18629,22057.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6204,Design PCB+ASIC implant,0.0,1,,,ASIC + PCB design,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,18592,20996.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6205,ASIC analog,500000.0,1,,,"Schema en COTS reçu.
A analyser.",Opportunity,2025-09-18 12:15:00,2025-09-18,27,Evaluation technique,Lost,Deal closed as lost,Icalps_hardware,12096415,500000.0,5000.0,18622,22042.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6207,Equipe dédiée,1200000.0,100,Desogn_Service,,"Equipe de 1 architecte + 3 analog + 1 layout
avec possibilité de comlpéments selon les travaux
Mise en place sur Q4'21 avec équipe complète visée pour fin 2021
et engagement de 2 ans de Crocus",Opportunity,,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,1200000.0,1200000.0,9061,13814.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6208,ASIC pour robot de chirurgie,0.0,1,,,"Premiers échanges autour de leurs positionnement sur la pose de stents par robot (avec l'implication de Truffle capital).
Visite prévue chez IC'Alps fin Q3 début Q4",Opportunity,2025-09-18 20:31:00,2025-09-18,31,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,18634,23070.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6209,ASIC mesure,0.0,1,,,Venue le 31/08 avec François Vieillard,Opportunity,2025-09-18 22:54:00,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,18635,23073.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6210,CALX : préétude,40000.0,100,Preetude,,ASIC avec ARM et analogique,Study,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_service,1116704052,40000.0,40000.0,18621,22041.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6211,ASIC companion chip NFC,0.0,10,FTK,,ASIC pour digitalisation de points de ventes,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,17472,19773.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6212,SHEDDI : préétude,60000.0,100,Preetude,,ASIC pour smart disjoncteur,Study,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_service,1116704052,60000.0,60000.0,2191,19943.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6213,P&R,0.0,2,,,projet externalisation migration 130 vers 65 nm,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,7962,9529.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6214,LESATH-Layout,261150.0,100,Desogn_Service,,"Layout des blocs analogiques
avec implication de 1 à 2 experts layout de début novembre 2021 à août 2022",Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,261150.0,261150.0,7965,9539.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6215,SEM01-7,38500.0,100,Desogn_Service,,Prolongation Thomas,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,38500.0,38500.0,4291,4604.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6216,DENEB,350000.0,100,Desogn_Service,,Besoin de 2-3 personnes sur 2022,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,350000.0,350000.0,4299,4629.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6217,PHAET Layout,65000.0,100,Desogn_Service,,"Layout XFab 0.18 µm
Schematics deja réalisé par le client sous Tanner (Siemens)
CR d'appel du 07/09 à venir",Opportunity,2025-09-18 11:50:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,65000.0,65000.0,18638,23081.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6218,Grenat - Avenant 9,68000.0,100,FTK,,Compléments pour travaux jusqu'à fin 09/2021,Opportunity,2025-09-18 17:31:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,68000.0,68000.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6219,ACAMAR : Offre Lot Engineering / 6 wafers,34800.0,30,,,Besoin 1 lot engineering 6 wafers,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_hardware,1116419644,34800.0,10440.0,1076,20984.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6221,ASIC pour tracker de soleil,3000000.0,1,,,"Monitoring analogique + coeur processeur dans un ASIC avec contraintes de conso ...
Leur solution actuelle sur carte leur coute environ $20 à $25 de composants

Suite à session ce 23/09, une première offre budgétaire à faire pour mi octobre ...
Et visé une première commande avec étude de faisabilité !",Opportunity,,2025-09-18,27,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,3000000.0,30000.0,18644,23091.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6222,CHARA Avenant 2,1100000.0,100,FTK,,splitter WP4,Opportunity,,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,1100000.0,1100000.0,3176,3277.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6223,ERRAI Design & Supply,6000000.0,0,,,"Design Asic et Supply

Abandon le 1/08 car 0 retour aux différentes et nombreuses relances (LinkedIn, mail, voice mail, ...)",Opportunity,,2025-09-18,31,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,6000000.0,0.0,18639,23084.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6224,Assemblage puces théta 22,23050.0,1,,,Assemblage des puces,Opportunity,,2025-09-18,27,Construction offre,Lost,Deal closed as lost,Icalps_hardware,12096415,23050.0,230.5,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6225,Projet eFPGA,0.0,1,,,Test chip avec efpga de menta,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6226,FOSTeR,400000.0,80,,,Projet rapid,Opportunity,,2025-09-18,27,Construction offre,Abandonne,Default mapping applied,Icalps_hardware,1116419644,400000.0,320000.0,4345,4750.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6227,REDA,6400000.0,0,,,"Circuit pour infra 5G avec interfaces 10G en techno 28nm
(projet 100G en techno 16nm à priori reporté à ce stade pour cause des investissements et ROI d'un marché peut être trop émergeant).

Objectif initial : être notifié du WP1 pour avancer plus avant dans le projet et aller au delà des estimations budgétaires

A noter que client via KAL notre agent en Israel

Décision de RAD de ne pas aller au bout car pas le budget en lien avec leurs ambitions ...",Opportunity,2025-09-18 08:35:00,2025-09-18,31,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,6400000.0,0.0,18600,22006.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6228,SHEDDI : Design,1500000.0,1,,,Design ASIC analogique,Opportunity,2025-09-18 23:11:00,2025-09-18,27,Negotiating,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,1500000.0,15000.0,2191,19943.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6229,Grenat - Avenant 11,160750.0,100,FTK,,MW octobre + indus...,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,160750.0,160750.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6230,ASIC Design Services,0.0,10,,,Service,Opportunity,,2025-09-18,34,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,4719,23110.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6231,VEZAD - FPGA,91000.0,1,,,FPGA de démonstration,Opportunity,,2025-09-18,27,Negotiating,Lost,Deal closed as lost,Icalps_hardware,12096415,91000.0,910.0,17566,19963.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6232,Pré-étude ASIC,10000.0,5,,,dispositif tout-en-un de suivi d’état physique et cérébral,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,10000.0,500.0,18661,23114.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6233,Grenat - Avenant 10,35500.0,100,FTK,,6 wafers supp,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,35500.0,35500.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6234,EDASICH - Préétude,30000.0,100,Preetude,,Essais Performances,Study,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_service,1116704052,30000.0,30000.0,5745,6988.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6235,WESAT,60000.0,100,Desogn_Service,,P&R en Skywater,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,60000.0,60000.0,18686,23167.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6236,Virgo,1300000.0,50,,,"en technologie ST 28FDSOI ...
cf email de CR

Sur recommandation de Synopsys
Et flot exclusivement Synopsys à considérer ...",Opportunity,,2025-09-18,27,Negotiating,Lost,Deal closed as lost,Icalps_hardware,12096415,1300000.0,650000.0,4718,4915.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6237,CAIRPMU2 : WP2+WP3,875000.0,0,,,"WP2+WP3 - 1 273 000 €

avec stratégie MLM + WLCSP
offre partagée au client le 22/04

Et ODG donné pour Industrialisation et PU en production

Retex interne le 10/03",Opportunity,,2025-09-18,31,Negotiating,Lost,Deal closed as lost,Icalps_hardware,12096415,875000.0,0.0,3176,3277.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
