record_id,deal_name,pipeline,deal_stage,deal_status,transformation_notes,deal_amount,deal_forecast,deal_certainty,deal_type,deal_source,deal_brand,deal_notes,deal_category,deal_created_date,deal_close_date,deal_company_id,deal_contact_id,deal_owner,original_stage,original_status,processing_date
6159,SEM01-3,Sales Pipeline,Closed Won,Won,Deal successfully closed,36000.0,36000.0,100,Desogn_Service,,ICALPS,Prolongation mission Thomas G jusqu'au 30 avril,Opportunity,,2025-09-18,4291,4604.0,27,Negotiating,Won,18/09/2025
6160,MAIA2,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),95000.0,95000.0,10,Desogn_Service,,ICALPS,Automatisation du flot de P&R,Opportunity,,2025-09-18,4345,4750.0,27,Construction offre,Abandonne,18/09/2025
6161,MAIA3,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),650000.0,650000.0,1,Desogn_Service,,ICALPS,"Projet en 28FDSOI pour un démonstrateur complet

WP1- eFPGA IP (40 000 LCs avec 4 clocks et 1MB de RAM) physical implementation RTL->GDDSII
•	Estimated Timeline : 2/3 mois
•	Estimated Price : 95 k€
•	Hypothesis : Scripts provided by Menta / DfT on Synopsys tool (DfT max and TetraMax) / work in secure space

WP2 –Demonstrator design
•	Estimated Timeline : 3/4 mois
•	Estimated Price : 155 k€ 
•	This price does not include the price for IP coming from ST (PLL 500MHz) 
•	Hypothesis: Free access to DK 28FDSOI (standard cells,IO, memories) / No power regulator inside the testchip / Work in secure space (dedicated server)

WP3 - Demonstrator supply management
•	Estimated Timeline : 6 months
•	Estimated Price : 290 k€ to 340 k€ 
o	Including Silicon fabrication (through CMP – 2 MPW per year – for information in 2021 in March & Sept) : from 260 k€ (IP eFPGA 40k LC / 1MB RAM) to 310 k€ (IP eFPGA 50k LC/ 4MB RAM)  
o	Including a first estimation for packaging price (WireBonding / without package identification)",Opportunity,,2025-09-18,4345,4750.0,27,Construction offre,Abandonne,18/09/2025
6162,Grenat - Avenant 5,Sales Pipeline,Closed Won,Won,Deal successfully closed,251000.0,251000.0,100,FTK,,ICALPS,"Mise à jour pour industrialisation (45 layers, ES proto, simu EM...",Opportunity,2025-09-18 10:12:00,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
6163,Etude faisabilité,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,"PAs de budget pour un gros projet de développement mais possible de faire une étude sur 2021 autour de l'utilisation des perf du nanopower ECG.

A voir en Janvier 2021 pour une spec.

Processus de decision semble long et compliqué
------

Client à décidé de ne pas aller dans la voie ASIC. Va faire son produit en COTS.",Opportunity,,2025-09-18,4246,19846.0,27,Identification,Abandonne,18/09/2025
6164,NUNKI,Sales Pipeline,Closed Won,Won,Deal successfully closed,170000.0,170000.0,100,Desogn_Service,,ICALPS,P&R pour le projet Facebook du cluster venant de l'ETHZ,Opportunity,2025-09-18 16:43:00,2025-09-18,17525,19881.0,27,Negotiating,Won,18/09/2025
6165,MIMOSA,Sales Pipeline,Closed Won,Won,Deal successfully closed,853000.0,853000.0,100,FTK,,ICALPS,"Projet ASIC bancaire avec 4 SERDES et IP MOSAIC
Doit trouver un financement pour l'ASIC et contractualisation probablement compliquée (avec exclusivité et n'apprécie pas de payer un Rep)",Opportunity,,2025-09-18,17556,19942.0,27,Negotiating,Won,18/09/2025
6166,Etude système souffle,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,"Système à base de MOX

Chereche toujours à lever des fonds...

A priori, pas grand chose à prévoir avant Q4-2021",Opportunity,,2025-09-18,17280,19931.0,27,Identification,Abandonne,18/09/2025
6167,Etude ASIC,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,"A voir avec le nouveau responsable BE.
=>pas de projet même à long terme.

--
le savoir-faire de Titan aviation ne demande pas du tout à ce jour ce genre de compétence et technologie. Nous sommes intégrateur de solutions embarqués et n’avons, à ce jour, aucunement l’ambition de développer des cartes électroniques et encore moins des ASIC !",Opportunity,,2025-09-18,12065,14939.0,27,Identification,Abandonne,18/09/2025
6168,NASH : ASIC MOX,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),1900000.0,1900000.0,10,FTK,,ICALPS,"Plutôt à moyen terme - levée de fond (prévue en sept 2021) nécessaire pour avancer.

BQ envoyée le 22/12/22",Opportunity,,2025-09-18,17506,19838.0,27,Identification,Abandonne,18/09/2025
6169,Avenant reprise CHARA,Sales Pipeline,Closed Won,Won,Deal successfully closed,1515000.0,1515000.0,100,FTK,,ICALPS,Avenant pour la reprise - suite du developpement,Opportunity,,2025-09-18,3176,3278.0,27,Negotiating,Won,18/09/2025
6170,CS01,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,Demande de P&R,Opportunity,2025-09-18 04:47:00,2025-09-18,4284,4537.0,27,Qualified,Abandonne,18/09/2025
6171,LESATH,Sales Pipeline,Closed Won,Won,Deal successfully closed,240000.0,240000.0,100,Desogn_Service,,ICALPS,design & P&R,Opportunity,2025-09-18 06:44:00,2025-09-18,7965,9540.0,27,Negotiating,Won,18/09/2025
6172,VEGA-IP2,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,10,,,ICALPS,Nouvelle demande de conception d'IP logique depuis la spec,Opportunity,2025-09-18 10:03:00,2025-09-18,1119,19284.0,27,Qualified,Abandonne,18/09/2025
6173,TRIXELL: Analyse de defaillance,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),95000.0,95000.0,10,,,ICALPS,"Diag à faire sur un imageur : mission de 6 mois

=> on ne se positionne pas car pas de ressource et modalité pas OK",Opportunity,,2025-09-18,9111,17054.0,27,Evaluation technique,Abandonne,18/09/2025
6174,WavIoT: ASIC digitial,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,"Développement d'un ASIC digital en Spec to Proto avec plein d'IP

Mauvaise visibilité sur le budget, la pertinance du projet (sont en phase de discussion interne pour savoir si ce projet est viable...)
=> probabilité très fiable",Opportunity,,2025-09-18,17561,19956.0,27,Identification,Abandonne,18/09/2025
6175,Intégration ASIC capteur,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,Intergation de l'électronique capteur dans un ASIC,Opportunity,,2025-09-18,17554,19947.0,27,Identification,Abandonne,18/09/2025
6176,Demonstrateur GF 22 nm,Sales Pipeline,Closed Won,Won,Deal successfully closed,70000.0,70000.0,100,Desogn_Service,,ICALPS,"Contrat signé pour Réalisation d'un démonstrateur en GF22 sur base de RISC V
Commande OK pour mission grégoire (43 k€) 
Reste le test chip en GF 22",Opportunity,,2025-09-18,9103,10859.0,27,Negotiating,Won,18/09/2025
6177,Developpement systeme ARM,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,"Possible besoin de support pour développement autour d'un coeur ARM.

Au 17/05/2021 :
Tim devrait avoir des nouvelles d'ici mi-juin/fin juin.
Le projet n'est pas gagné - il estime ses chances à 50%",Opportunity,,2025-09-18,4369,19964.0,27,Identification,Abandonne,18/09/2025
6178,Grenat - Avenant 6,Sales Pipeline,Closed Won,Won,Deal successfully closed,-72844.0,-72844.0,100,FTK,,ICALPS,"Update prix masque et wafer avec taux en dollar actuel
Travaux de mars",Opportunity,2025-09-18 10:03:00,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
6179,VEZAD,Sales Pipeline,Closed Won,Won,Deal successfully closed,80000.0,80000.0,100,Desogn_Service,,ICALPS,Design + P&R digital block,Opportunity,2025-09-18 15:12:00,2025-09-18,17566,19963.0,27,Negotiating,Won,18/09/2025
6180,Beemin-IP analogique,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,340000.0,340000.0,1,,,ICALPS,"ADC, DAC Faits par leur partenaire layout
Buck : cherche un partenaire avec de l'expérience en buck...",Opportunity,2025-09-18 16:55:00,2025-09-18,1072,19803.0,27,Construction offre,Lost,18/09/2025
6181,ASIC,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,Projet ASIC adc,Opportunity,,2025-09-18,11652,19979.0,27,Identification,Abandonne,18/09/2025
6182,TESIC + TALITA en GF 40,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),120000.0,120000.0,1,,,ICALPS,"Std cell migration & TESIC P&R in GF 40nm

Pour la fin 2021 / début 2022
Finalement le Client ne fera pas de dev en 40nm. Passera directement en GF22.
=> abandonné",Opportunity,,2025-09-18,9103,10859.0,27,Identification,Abandonne,18/09/2025
6183,RFQ flash & voter,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),250000.0,250000.0,5,Desogn_Service,,ICALPS,"Please consider this RFQ as confidential.

We need to know if you have the capability to design and to provide wafer for similar memory (see attached data sheet) or an alternative with a dice for majority vote.

It is for space application so no SEL and low probability for SEU
My customer wants to use this memory to configurate an another parts (FPGA) : their parts are configured by loading the bitstream into internal configuration memory using one of these following modes: 
• JTAG, 
• Slave Parallel 8bits, 
• Slave SpaceWire, compliant ECSS-E-ST-50-12C link, 
• Master SPI, compliant with SPI JESD68.01, 
• Master Dump. 

What is the cost for this design (Rough estimation) and to produce low quantity of dice (1000-2000). Assembly and test done by ATN.

Another scenario is to use memory dice  from ISSI (3 dice inside a module) but with a fourth dice to implement majority vote of the 3 memories (to be designed by IC Alps up to wafer delivery). 

Rough estimation is requested as this customer will analyze different approachs",Opportunity,,2025-09-18,17265,19269.0,27,Identification,Abandonne,18/09/2025
6184,WIS01,Sales Pipeline,Closed Won,Won,Deal successfully closed,7000.0,7000.0,100,Desogn_Service,,ICALPS,Conseil layout et flot,Opportunity,,2025-09-18,15153,18072.0,27,Negotiating,Won,18/09/2025
6185,ASIC pour implant neurostim,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,0.0,0.0,0,,,ICALPS,"ASIC pour un implant de neurostimulmation du nerf vague.

=> PERDU. 
Neuroloop ne souhaite pas travailler avec nous car ""trop jeune"" et souhaite s'appuyer sur un partenaire plus ""experimenté"" - IC'Sense ??

",Opportunity,,2025-09-18,18583,20986.0,27,Construction offre,Lost,18/09/2025
6186,Gemma2,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,0,,,ICALPS,Transformation algo en hard,Opportunity,2025-09-18 12:26:00,2025-09-18,10391,19199.0,31,Qualified,Abandonne,18/09/2025
6187,SEM01-5,Sales Pipeline,Closed Won,Won,Deal successfully closed,24000.0,24000.0,100,Desogn_Service,,ICALPS,Prolongation Thomas,Opportunity,2025-09-18 22:54:00,2025-09-18,4293,4613.0,27,Negotiating,Won,18/09/2025
6189,ASIC pour driver LED,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),4500000.0,4500000.0,5,FTK,,ICALPS,"Travaille en ce moment sur l'architecture de leur chip.
Design start prévu en mi-2022
Devrait revenir vers nous pour consultation à début 2022.",Opportunity,2025-09-18 03:10:00,2025-09-18,18597,22002.0,27,Construction offre,Abandonne,18/09/2025
6190,Grenat - Avenant 7,Sales Pipeline,Closed Won,Won,Deal successfully closed,120000.0,120000.0,100,FTK,,ICALPS,Avenant travaux avril - mai et réécriture paragraphe 3.9 pour export,Opportunity,2025-09-18 05:25:00,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
6191,Block Temp Sensor,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,50000.0,50000.0,0,,,ICALPS,"Développement d'un bloc Température sensor CMOS en TSMC 22 nm.

=> Perdu
Font faire par Ensilica à 35 k£ (41 k€) - nous étions à 50 k€

",Opportunity,,2025-09-18,17568,19965.0,27,Negotiating,Lost,18/09/2025
6192,PHAD P&R,Sales Pipeline,Closed Won,Won,Deal successfully closed,48000.0,48000.0,100,Desogn_Service,,ICALPS,"P&R sur design easics
1 dry-run
2 à 3 netlists
en TSMC40 nm",Opportunity,,2025-09-18,17581,19980.0,27,Negotiating,Won,18/09/2025
6193,Support synthèse,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),40000.0,40000.0,1,Desogn_Service,,ICALPS,Besoin de support synthèse pour 4-6 mois,Opportunity,,2025-09-18,4710,22005.0,27,Evaluation technique,Abandonne,18/09/2025
6194,EDASICH WP2-spec,Studies Pipeline,Identified,In Progress,Default mapping applied,170000.0,170000.0,50,Preetude,,ICALPS,"ASIC avec SERDES, eFPGA accronix et IP ENYX. Qques 100ènes à livrer

LEADS REDTREE",Study,,2025-09-18,5745,6988.0,27,Negotiating,Abandonne,18/09/2025
6195,Avenant 5 - MIRA-PULSE,Sales Pipeline,Closed Won,Won,Deal successfully closed,205000.0,205000.0,100,FTK,,ICALPS,Avenant 5 couvrant les preprise complementaire et le jeu de masque SLM.,Opportunity,,2025-09-18,3179,3284.0,27,Negotiating,Won,18/09/2025
6196,Prestation Design Syntheses Tiempo,Sales Pipeline,Closed Won,Won,Deal successfully closed,36000.0,36000.0,100,Desogn_Service,,ICALPS,"Grégoire pour une prestation de synthèse et DFT sur le test chip GF 22

720 € / jours sur 50 jours",Opportunity,,2025-09-18,9103,10859.0,27,Negotiating,Won,18/09/2025
6197,Assemblage LGA,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,"Il s’agit d’un produit GaN Power dans un boitier LGA.

Les prévisions de volume sont :
2022 : 500 ku
2023 : 1 Mu
2024 : 5 Mu

Finalement le client final (Wise integration) va gérer le packaging lui meme avec ASE. => Abandonné",Opportunity,2025-09-18 00:53:00,2025-09-18,17265,22037.0,27,Evaluation technique,Abandonne,18/09/2025
6198,ASIC pour patch medical,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,"Leads approtée par Adi (KAL)
Développement ASIC.",Opportunity,2025-09-18 01:58:00,2025-09-18,18619,22040.0,31,Identification,Abandonne,18/09/2025
6199,SEM01-6,Sales Pipeline,Closed Won,Won,Deal successfully closed,14400.0,14400.0,100,Desogn_Service,,ICALPS,Prolongation juin Thomas,Opportunity,2025-09-18 05:11:00,2025-09-18,4291,4604.0,27,Negotiating,Won,18/09/2025
6200,TEST CHIP TESIC ST28FDSOI,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),97000.0,97000.0,10,,,ICALPS,test chip avec TESIC en ST28FDSOI pour projet DGA,Opportunity,2025-09-18 18:18:00,2025-09-18,9103,10859.0,27,Construction offre,Abandonne,18/09/2025
6201,TALITA & THETA TSMC 22nm,Sales Pipeline,Closed Won,Won,Deal successfully closed,118000.0,118000.0,100,Desogn_Service,,ICALPS,"TALITA: dev de bibliothèque ASC (identique TSMC 16nm) en TSMC 22nm
THETA : P&R de TESIC+MRAM en TSMC 22nm MRAM",Opportunity,2025-09-18 20:17:00,2025-09-18,9103,10859.0,27,Negotiating,Won,18/09/2025
6202,ASIC SPD6,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),3900000.0,3900000.0,0,,,ICALPS," ASIC for cochlear implant system
Perimeter reduced 1 ASIC SPD6
for BETCC re-use in internal an ASIC already developed

Référencement IC'Alps en cours ...

Abandon le 1/8 car pas d'avancée, pas de retour en direct ... 0 réponse des différents contacts en Europe et aux USA (et de nombreuses évolutions sur fin Q1-début Q2'22 comme pour le juridique",Opportunity,,2025-09-18,18632,22061.0,31,Construction offre,Abandonne,18/09/2025
6203,PROTSION Préétude,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),90000.0,90000.0,0,,,ICALPS,"1st estimation to be provided.
Possible Prestudy/feasibility end of Q3'2023. après levée de fonds

=> Steve Stoffels m'a informé ce 31/05 que la levée de fonds ne s'est pas fait et que du coup fin en l'état de ce projet (et réduction de la taille de l'équipe à 4 personnes Daniel / Marco / Jo et ...) avec retour de la techno capteur au sein de l'IMEC",Opportunity,,2025-09-18,18629,22057.0,27,Evaluation technique,Abandonne,18/09/2025
6204,Design PCB+ASIC implant,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,ASIC + PCB design,Opportunity,,2025-09-18,18592,20996.0,27,Identification,Abandonne,18/09/2025
6205,ASIC analog,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,500000.0,500000.0,1,,,ICALPS,"Schema en COTS reçu.
A analyser.",Opportunity,2025-09-18 12:15:00,2025-09-18,18622,22042.0,27,Evaluation technique,Lost,18/09/2025
6207,Equipe dédiée,Sales Pipeline,Closed Won,Won,Deal successfully closed,1200000.0,1200000.0,100,Desogn_Service,,ICALPS,"Equipe de 1 architecte + 3 analog + 1 layout
avec possibilité de comlpéments selon les travaux
Mise en place sur Q4'21 avec équipe complète visée pour fin 2021
et engagement de 2 ans de Crocus",Opportunity,,2025-09-18,9061,13814.0,31,Negotiating,Won,18/09/2025
6208,ASIC pour robot de chirurgie,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,"Premiers échanges autour de leurs positionnement sur la pose de stents par robot (avec l'implication de Truffle capital).
Visite prévue chez IC'Alps fin Q3 début Q4",Opportunity,2025-09-18 20:31:00,2025-09-18,18634,23070.0,31,Identification,Abandonne,18/09/2025
6209,ASIC mesure,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,Venue le 31/08 avec François Vieillard,Opportunity,2025-09-18 22:54:00,2025-09-18,18635,23073.0,27,Identification,Abandonne,18/09/2025
6210,CALX : préétude,Studies Pipeline,Closed Won,Won,Deal successfully closed,40000.0,40000.0,100,Preetude,,ICALPS,ASIC avec ARM et analogique,Study,,2025-09-18,18621,22041.0,27,Negotiating,Won,18/09/2025
6211,ASIC companion chip NFC,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,10,FTK,,ICALPS,ASIC pour digitalisation de points de ventes,Opportunity,,2025-09-18,17472,19773.0,27,Identification,Abandonne,18/09/2025
6212,SHEDDI : préétude,Studies Pipeline,Closed Won,Won,Deal successfully closed,60000.0,60000.0,100,Preetude,,ICALPS,ASIC pour smart disjoncteur,Study,,2025-09-18,2191,19943.0,27,Negotiating,Won,18/09/2025
6213,P&R,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,2,,,ICALPS,projet externalisation migration 130 vers 65 nm,Opportunity,,2025-09-18,7962,9529.0,27,Identification,Abandonne,18/09/2025
6214,LESATH-Layout,Sales Pipeline,Closed Won,Won,Deal successfully closed,261150.0,261150.0,100,Desogn_Service,,ICALPS,"Layout des blocs analogiques
avec implication de 1 à 2 experts layout de début novembre 2021 à août 2022",Opportunity,,2025-09-18,7965,9539.0,27,Negotiating,Won,18/09/2025
6215,SEM01-7,Sales Pipeline,Closed Won,Won,Deal successfully closed,38500.0,38500.0,100,Desogn_Service,,ICALPS,Prolongation Thomas,Opportunity,,2025-09-18,4291,4604.0,27,Negotiating,Won,18/09/2025
6216,DENEB,Sales Pipeline,Closed Won,Won,Deal successfully closed,350000.0,350000.0,100,Desogn_Service,,ICALPS,Besoin de 2-3 personnes sur 2022,Opportunity,,2025-09-18,4299,4629.0,27,Negotiating,Won,18/09/2025
6217,PHAET Layout,Sales Pipeline,Closed Won,Won,Deal successfully closed,65000.0,65000.0,100,Desogn_Service,,ICALPS,"Layout XFab 0.18 µm
Schematics deja réalisé par le client sous Tanner (Siemens)
CR d'appel du 07/09 à venir",Opportunity,2025-09-18 11:50:00,2025-09-18,18638,23081.0,27,Negotiating,Won,18/09/2025
6218,Grenat - Avenant 9,Sales Pipeline,Closed Won,Won,Deal successfully closed,68000.0,68000.0,100,FTK,,ICALPS,Compléments pour travaux jusqu'à fin 09/2021,Opportunity,2025-09-18 17:31:00,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
6219,ACAMAR : Offre Lot Engineering / 6 wafers,Sales Pipeline,Identified,In Progress,Default mapping applied,34800.0,34800.0,30,,,ICALPS,Besoin 1 lot engineering 6 wafers,Opportunity,,2025-09-18,1076,20984.0,27,Negotiating,Abandonne,18/09/2025
6221,ASIC pour tracker de soleil,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),3000000.0,3000000.0,1,,,ICALPS,"Monitoring analogique + coeur processeur dans un ASIC avec contraintes de conso ...
Leur solution actuelle sur carte leur coute environ $20 à $25 de composants

Suite à session ce 23/09, une première offre budgétaire à faire pour mi octobre ...
Et visé une première commande avec étude de faisabilité !",Opportunity,,2025-09-18,18644,23091.0,27,Qualified,Abandonne,18/09/2025
6222,CHARA Avenant 2,Sales Pipeline,Closed Won,Won,Deal successfully closed,1100000.0,1100000.0,100,FTK,,ICALPS,splitter WP4,Opportunity,,2025-09-18,3176,3277.0,31,Negotiating,Won,18/09/2025
6223,ERRAI Design & Supply,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),6000000.0,6000000.0,0,,,ICALPS,"Design Asic et Supply

Abandon le 1/08 car 0 retour aux différentes et nombreuses relances (LinkedIn, mail, voice mail, ...)",Opportunity,,2025-09-18,18639,23084.0,31,Construction offre,Abandonne,18/09/2025
6224,Assemblage puces théta 22,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,23050.0,23050.0,1,,,ICALPS,Assemblage des puces,Opportunity,,2025-09-18,9103,10859.0,27,Construction offre,Lost,18/09/2025
6225,Projet eFPGA,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,Test chip avec efpga de menta,Opportunity,,2025-09-18,9103,10859.0,27,Identification,Abandonne,18/09/2025
6226,FOSTeR,Sales Pipeline,Identified,In Progress,Default mapping applied,400000.0,400000.0,80,,,ICALPS,Projet rapid,Opportunity,,2025-09-18,4345,4750.0,27,Construction offre,Abandonne,18/09/2025
6227,REDA,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),6400000.0,6400000.0,0,,,ICALPS,"Circuit pour infra 5G avec interfaces 10G en techno 28nm
(projet 100G en techno 16nm à priori reporté à ce stade pour cause des investissements et ROI d'un marché peut être trop émergeant).

Objectif initial : être notifié du WP1 pour avancer plus avant dans le projet et aller au delà des estimations budgétaires

A noter que client via KAL notre agent en Israel

Décision de RAD de ne pas aller au bout car pas le budget en lien avec leurs ambitions ...",Opportunity,2025-09-18 08:35:00,2025-09-18,18600,22006.0,31,Construction offre,Abandonne,18/09/2025
6228,SHEDDI : Design,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),1500000.0,1500000.0,1,,,ICALPS,Design ASIC analogique,Opportunity,2025-09-18 23:11:00,2025-09-18,2191,19943.0,27,Negotiating,Abandonne,18/09/2025
6229,Grenat - Avenant 11,Sales Pipeline,Closed Won,Won,Deal successfully closed,160750.0,160750.0,100,FTK,,ICALPS,MW octobre + indus...,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
6230,ASIC Design Services,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,10,,,ICALPS,Service,Opportunity,,2025-09-18,4719,23110.0,34,Identification,Abandonne,18/09/2025
6231,VEZAD - FPGA,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,91000.0,91000.0,1,,,ICALPS,FPGA de démonstration,Opportunity,,2025-09-18,17566,19963.0,27,Negotiating,Lost,18/09/2025
6232,Pré-étude ASIC,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),10000.0,10000.0,5,,,ICALPS,dispositif tout-en-un de suivi d’état physique et cérébral,Opportunity,,2025-09-18,18661,23114.0,27,Identification,Abandonne,18/09/2025
6233,Grenat - Avenant 10,Sales Pipeline,Closed Won,Won,Deal successfully closed,35500.0,35500.0,100,FTK,,ICALPS,6 wafers supp,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
6234,EDASICH - Préétude,Studies Pipeline,Closed Won,Won,Deal successfully closed,30000.0,30000.0,100,Preetude,,ICALPS,Essais Performances,Study,,2025-09-18,5745,6988.0,27,Negotiating,Won,18/09/2025
6235,WESAT,Sales Pipeline,Closed Won,Won,Deal successfully closed,60000.0,60000.0,100,Desogn_Service,,ICALPS,P&R en Skywater,Opportunity,,2025-09-18,18686,23167.0,27,Negotiating,Won,18/09/2025
6236,Virgo,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,1300000.0,1300000.0,50,,,ICALPS,"en technologie ST 28FDSOI ...
cf email de CR

Sur recommandation de Synopsys
Et flot exclusivement Synopsys à considérer ...",Opportunity,,2025-09-18,4718,4915.0,27,Negotiating,Lost,18/09/2025
6237,CAIRPMU2 : WP2+WP3,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,875000.0,875000.0,0,,,ICALPS,"WP2+WP3 - 1 273 000 €

avec stratégie MLM + WLCSP
offre partagée au client le 22/04

Et ODG donné pour Industrialisation et PU en production

Retex interne le 10/03",Opportunity,,2025-09-18,3176,3277.0,31,Negotiating,Lost,18/09/2025
6238,WESAT : I/O characterization,Sales Pipeline,Closed Won,Won,Deal successfully closed,5000.0,5000.0,100,Desogn_Service,,ICALPS,Characterization of one I/O,Opportunity,2025-09-18 10:28:00,2025-09-18,18686,23167.0,27,Negotiating,Won,18/09/2025
6239,THETA/TALITA GF12,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),290000.0,290000.0,10,,,ICALPS,GF 12,Opportunity,,2025-09-18,9103,10859.0,27,Evaluation technique,Abandonne,18/09/2025
6240,Beemin-Avenant1,Sales Pipeline,Closed Won,Won,Deal successfully closed,64000.0,64000.0,100,Desogn_Service,,ICALPS,Ajout de blocs et complexité,Opportunity,2025-09-18 05:09:00,2025-09-18,1072,19803.0,27,Negotiating,Won,18/09/2025
6241,ASIC lunettes connectées,Studies Pipeline,01-Identification,In Progress,Mapped to Studies Pipeline,40000.0,40000.0,1,Preetude,,ICALPS,Asic pour pilotage lentille fluidique,Study,2025-09-18 11:33:00,2025-09-18,14106,22022.0,27,Identification,In Progress,18/09/2025
6242,FPGA 22FDX,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),5000000.0,5000000.0,1,,,ICALPS,FPGA en 22FDX,Opportunity,2025-09-18 15:14:00,2025-09-18,4345,4750.0,27,Construction offre,Abandonne,18/09/2025
6243,CHARA version 2,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),500000.0,500000.0,1,,,ICALPS,"Estimation / pré budget à proposer pour une version 2 pour adresser les spécifications en consommation ...

A voir une fois Chara v1b finalisé",Opportunity,,2025-09-18,3176,3277.0,31,Identification,Abandonne,18/09/2025
6244,TRNG pour FPGA,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),30000.0,30000.0,10,,,ICALPS,"pour un client dans la Défense
Avec processus de sélection et test en labo sur début 2022",Opportunity,,2025-09-18,10423,23204.0,31,Evaluation technique,Abandonne,18/09/2025
